"phi_g8_eig_1","Points:0","Points:1","Points:2"
6.8688,0,56.134,0
8.1733,0,56.388,0
10.557,0,56.642,0
13.417,0,56.896,0
15.528,0,57.15,0
17.334,0,57.404,0
18.837,0,57.658,0
19.754,0,57.912,0
20.672,0,58.166,0
21.251,0,58.42,0
21.808,0,58.674,0
22.214,0,58.928,0
22.491,0,59.182,0
22.743,0,59.436,0
22.834,0,59.69,0
22.926,0,59.944,0
22.917,0,60.198,0
22.872,0,60.452,0
22.772,0,60.706,0
22.562,0,60.96,0
22.352,0,61.214,0
22.142,0,61.468,0
21.932,0,61.722,0
21.722,0,61.976,0
21.463,0,62.23,0
21.176,0,62.484,0
20.89,0,62.738,0
20.604,0,62.992,0
20.318,0,63.246,0
20.032,0,63.5,0
19.803,0,63.754,0
19.576,0,64.008,0
19.348,0,64.262,0
19.121,0,64.516,0
18.894,0,64.77,0
18.701,0,65.024,0
18.595,0,65.278,0
18.488,0,65.532,0
18.381,0,65.786,0
18.275,0,66.04,0
18.168,0,66.294,0
18.105,0,66.548,0
18.072,0,66.802,0
18.038,0,67.056,0
18.004,0,67.31,0
17.971,0,67.564,0
17.937,0,67.818,0
17.878,0,68.072,0
17.816,0,68.326,0
17.754,0,68.58,0
17.692,0,68.834,0
17.63,0,69.088,0
17.545,0,69.342,0
17.387,0,69.596,0
17.229,0,69.85,0
17.001,0,70.104,0
16.758,0,70.358,0
16.467,0,70.612,0
16.111,0,70.866,0
15.75,0,71.12,0
15.223,0,71.374,0
14.697,0,71.628,0
14.033,0,71.882,0
13.288,0,72.136,0
12.416,0,72.39,0
11.113,0,72.644,0
9.809,0,72.898,0
7.9147,0,73.152,0
5.9697,0,73.406,0
4.9487,0,73.66,0
4.1443,0,73.914,0
3.4605,0,74.168,0
2.9535,0,74.422,0
2.5038,0,74.676,0
2.2052,0,74.93,0
1.9404,0,75.184,0
1.7369,0,75.438,0
1.5596,0,75.692,0
1.4115,0,75.946,0
1.2961,0,76.2,0
1.193,0,76.454,0
1.1111,0,76.708,0
1.0443,0,76.962,0
0.99145,0,77.216,0
0.95279,0,77.47,0
0.92354,0,77.724,0
0.90221,0,77.978,0
0.89495,0,78.232,0
0.89589,0,78.486,0
0.90641,0,78.74,0
0.92753,0,78.994,0
0.9603,0,79.248,0
1.005,0,79.502,0
1.0669,0,79.756,0
1.1408,0,80.01,0
1.2308,0,80.264,0
1.3509,0,80.518,0
1.4872,0,80.772,0
1.6637,0,81.026,0
1.8831,0,81.28,0
2.1885,0,81.534,0
2.5297,0,81.788,0
3.0208,0,82.042,0
3.5598,0,82.296,0
4.4301,0,82.55,0
5.698,0,82.804,0
6.7907,0,83.058,0
7.6162,0,83.312,0
8.4218,0,83.566,0
8.8763,0,83.82,0
9.3308,0,84.074,0
9.6961,0,84.328,0
10.014,0,84.582,0
10.305,0,84.836,0
10.519,0,85.09,0
10.732,0,85.344,0
10.891,0,85.598,0
11.04,0,85.852,0
11.166,0,86.106,0
11.266,0,86.36,0
11.363,0,86.614,0
11.416,0,86.868,0
11.455,0,87.122,0
11.48,0,87.376,0
11.488,0,87.63,0
11.475,0,87.884,0
11.448,0,88.138,0
11.411,0,88.392,0
11.362,0,88.646,0
11.298,0,88.9,0
11.231,0,89.154,0
11.151,0,89.408,0
11.057,0,89.662,0
10.965,0,89.916,0
10.863,0,90.17,0
10.757,0,90.424,0
10.643,0,90.678,0
10.527,0,90.932,0
10.401,0,91.186,0
10.274,0,91.44,0
10.146,0,91.694,0
10.017,0,91.948,0
9.8822,0,92.202,0
9.7423,0,92.456,0
9.602,0,92.71,0
9.4613,0,92.964,0
9.3201,0,93.218,0
9.1781,0,93.472,0
9.0323,0,93.726,0
8.8866,0,93.98,0
8.7408,0,94.234,0
8.5951,0,94.488,0
8.4494,0,94.742,0
8.3037,0,94.996,0
8.1582,0,95.25,0
8.0129,0,95.504,0
7.8688,0,95.758,0
7.7254,0,96.012,0
7.5829,0,96.266,0
7.441,0,96.52,0
7.3,0,96.774,0
7.1597,0,97.028,0
7.0202,0,97.282,0
6.8817,0,97.536,0
6.7441,0,97.79,0
6.6072,0,98.044,0
6.4751,0,98.298,0
6.3447,0,98.552,0
6.2151,0,98.806,0
6.0864,0,99.06,0
