"Material_id","Power_eig0","phi_assembly_g_0_eig0","phi_assembly_g_1_eig0","phi_assembly_g_2_eig0","phi_assembly_g_3_eig0","phi_assembly_g_4_eig0","phi_assembly_g_5_eig0","phi_assembly_g_6_eig0","phi_assembly_g_7_eig0","phi_g1_eig_1","phi_g2_eig_1","phi_g3_eig_1","phi_g4_eig_1","phi_g5_eig_1","phi_g6_eig_1","phi_g7_eig_1","phi_g8_eig_1","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
381,0,2.6376,4.0189,4.0438,1.2725,3.5354,8.319,8.7248,4.0489,3.4792,4.8985,5.3285,1.8171,6.2482,15.077,15.867,7.3577,1,223.77,0,96.774,0
381,0,2.6376,4.0189,4.0438,1.2725,3.5354,8.319,8.7248,4.0489,3.3746,4.7325,5.1512,1.7619,6.122,14.788,15.564,7.2171,1,224.03,0,97.028,0
381,0,2.6376,4.0189,4.0438,1.2725,3.5354,8.319,8.7248,4.0489,3.2719,4.57,4.9773,1.7077,5.9967,14.5,15.263,7.0773,1,224.28,0,97.282,0
381,0,2.6376,4.0189,4.0438,1.2725,3.5354,8.319,8.7248,4.0489,3.1726,4.4138,4.8096,1.6552,5.8727,14.215,14.965,6.9386,1,224.54,0,97.536,0
381,0,2.6376,4.0189,4.0438,1.2725,3.5354,8.319,8.7248,4.0489,3.0752,4.2611,4.6456,1.6037,5.7497,13.931,14.668,6.8007,1,224.79,0,97.79,0
381,0,2.6376,4.0189,4.0438,1.2725,3.5354,8.319,8.7248,4.0489,2.9793,4.1111,4.4841,1.553,5.6275,13.649,14.373,6.6635,1,225.04,0,98.044,0
381,0,2.6376,4.0189,4.0438,1.2725,3.5354,8.319,8.7248,4.0489,2.8935,3.9793,4.3412,1.5074,5.5107,13.377,14.087,6.531,1,225.3,0,98.298,0
381,0,2.6376,4.0189,4.0438,1.2725,3.5354,8.319,8.7248,4.0489,2.8104,3.8523,4.2032,1.4632,5.3956,13.108,13.805,6.4001,1,225.55,0,98.552,0
381,0,2.6376,4.0189,4.0438,1.2725,3.5354,8.319,8.7248,4.0489,2.7285,3.7273,4.0672,1.4196,5.2813,12.841,13.525,6.2701,1,225.81,0,98.806,0
381,0,2.6376,4.0189,4.0438,1.2725,3.5354,8.319,8.7248,4.0489,2.6476,3.6042,3.9333,1.3766,5.1678,12.576,13.247,6.1409,1,226.06,0,99.06,0
381,0,2.6376,4.0189,4.0438,1.2725,3.5354,8.319,8.7248,4.0489,2.568,3.4834,3.8017,1.3342,5.0549,12.311,12.97,6.0122,1,226.31,0,99.314,0
381,0,2.6376,4.0189,4.0438,1.2725,3.5354,8.319,8.7248,4.0489,2.4892,3.3638,3.6714,1.2923,4.9426,12.048,12.694,5.884,1,226.57,0,99.568,0
381,0,2.6376,4.0189,4.0438,1.2725,3.5354,8.319,8.7248,4.0489,2.4146,3.2517,3.5489,1.2526,4.8334,11.791,12.424,5.7588,1,226.82,0,99.822,0
381,0,2.6376,4.0189,4.0438,1.2725,3.5354,8.319,8.7248,4.0489,2.3462,3.1504,3.4378,1.2162,4.7288,11.544,12.165,5.6384,1,227.08,0,100.08,0
381,0,2.6376,4.0189,4.0438,1.2725,3.5354,8.319,8.7248,4.0489,2.2784,3.0499,3.3276,1.18,4.6247,11.298,11.906,5.5184,1,227.33,0,100.33,0
